E(keV)	Px(MeV/c)	Py(MeV/c)	Pz(MeV/c)	X(mm)	Y(mm)	Z(mm)	T(ns)
0.00563823	-0.00639081	0.0116881	1.09147	0.413603	-0.0214698	-1.49009e-09	475.682	
0.00563905	0.040996	0.00431153	1.09085	0.447409	-0.968619	-1.49009e-09	476.796	
0.00564711	0.0368675	0.0113858	1.09173	-0.486125	0.507122	-1.49009e-09	477.987	
0.00563272	0.0325053	0.00928331	1.09049	0.686155	-0.265508	-1.49009e-09	475.323	
0.00565286	0.00436318	0.00955552	1.09292	0.277227	0.478188	-1.49009e-09	478.195	
0.00563839	-0.058092	0.00313189	1.09002	2.54329	-0.0635726	-1.49009e-09	476.322	
0.00564806	0.0135778	0.0057263	1.0924	0.51389	-2.22347	-1.49009e-09	477.638	
0.00565661	0.0471153	0.0185443	1.09216	-1.18599	-1.20586	-1.49009e-09	479.936	
0.00564012	-0.0103649	-0.00441788	1.09168	0.791661	-1.0038	-1.49009e-09	475.21	
0.00562865	0.013406	-0.00214858	1.09054	0.536277	-0.326005	-1.49009e-09	473.657	
0.0056531	-0.000393852	0.00179373	1.09299	-0.10856	-0.171003	-1.49009e-09	478.784	
0.00565007	0.00795068	4.0927e-05	1.09267	0.793742	0.108003	-1.49009e-09	478.23	
0.00563264	-0.0508614	0.0116185	1.08976	1.48939	-0.16115	-1.49009e-09	475.669	
0.00566287	0.0821753	0.0179522	1.0907	1.30755	1.67494	-1.49009e-09	479.99	
0.00565487	-0.00164245	-0.00930316	1.09312	-1.06358	0.472777	-1.49009e-09	478.514	
0.00565161	0.0432462	0.0109052	1.09194	-1.09201	-0.5582	-1.49009e-09	479.355	
0.00564305	0.0191188	-0.00577337	1.09184	-0.10593	-0.0115691	-1.49009e-09	476.878	
0.00563751	-0.0424271	0.0223124	1.09043	0.805409	-0.571826	-1.49009e-09	476.624	
0.00563024	0.0460841	0.0050648	1.08979	0.0555809	-0.543662	-1.49009e-09	475.665	
0.00565338	0.0175758	0.000395894	1.09288	-0.295505	0.305158	-1.49009e-09	479.031	
0.00565163	-0.0269998	0.0106582	1.09246	0.191065	0.15781	-1.49009e-09	479.203	
0.00564178	0.0124662	0.00227279	1.09182	-0.978188	0.325426	-1.49009e-09	475.842	
0.00564974	-0.0216876	0.0128563	1.09237	-0.63395	-0.18471	-1.49009e-09	477.857	
0.00563221	-0.0257068	-0.0184514	1.09051	0.074864	-0.571698	-1.49009e-09	476	
0.00565319	0.0445588	-0.0370803	1.09146	-2.04522	3.24647	-1.49009e-09	480.761	
0.00565028	0.00445897	0.0200462	1.09252	-0.0678868	-0.376251	-1.49009e-09	478.657	
0.00565497	0.00938609	-0.00411675	1.09312	-0.843499	0.187773	-1.49009e-09	478.248	
0.00562886	-0.0440828	-0.00478611	1.08974	0.299809	0.159938	-1.49009e-09	475.466	
0.00564222	-0.00203737	0.00869531	1.0919	-0.105407	0.361304	-1.49009e-09	476.272	
0.00565345	0.0377106	-0.00663795	1.09235	-0.300392	-0.118525	-1.49009e-09	479.354	
0.00563493	-0.00587956	0.0221778	1.09099	0.206978	-0.337718	-1.49009e-09	475.165	
0.00563875	0.019639	0.0141983	1.09133	-0.0796108	0.268813	-1.49009e-09	475.174	
0.00564272	0.0404951	-0.00905267	1.0912	-1.30171	-0.972707	-1.49009e-09	478.844	
0.00563299	0.036144	0.0293663	1.09005	-0.710103	-1.46159	-1.49009e-09	476.006	
0.00564535	0.0395775	0.0399621	1.09079	-1.87158	-2.61916	-1.49009e-09	477.945	
0.00565472	-0.0144225	0.00646878	1.09303	0.219898	0.307952	-1.49009e-09	478.684	
0.00563444	0.0385982	-0.00184039	1.0905	-0.541437	-0.022887	-1.49009e-09	476.382	
0.00564474	-0.0558353	0.00569407	1.09074	1.50502	-1.86327	-1.49009e-09	477.82	
0.00564639	-0.0291784	0.0142248	1.09186	0.199832	0.833887	-1.49009e-09	478.439	
0.00563192	0.00177277	0.00198578	1.09094	0.0683987	0.564257	-1.49009e-09	474.846	
0.0056543	-0.0219765	0.00118237	1.09288	-0.0815353	-0.0213136	-1.49009e-09	479.07	
0.00563771	-0.0027264	0.0187639	1.09134	-0.135337	0.400243	-1.49009e-09	475.921	
0.00562356	0.0490755	0.00447859	1.08902	-1.32494	-1.38879	-1.49009e-09	475.572	
0.00562952	0.0606968	0.00455431	1.08901	-2.66098	-0.566683	-1.49009e-09	474.207	
0.00563096	0.0529408	-0.0186021	1.0894	-1.31251	-0.44249	-1.49009e-09	474.649	
0.0056543	0.0448887	-0.00569302	1.09217	-0.547098	-1.78223	-1.49009e-09	478.899	
0.00566152	0.0587156	0.0148724	1.09213	-2.74667	-0.426292	-1.49009e-09	480.618	
0.00564792	0.0280253	0.0158504	1.09201	0.0751473	0.975436	-1.49009e-09	477.848	
0.00564286	0.0568839	0.0204395	1.09033	-2.50641	-0.556693	-1.49009e-09	476.869	
0.0056493	0.0362396	0.0098897	1.09198	-0.506336	0.0747829	-1.49009e-09	478.73	
0.00565092	0.00507359	0.0158467	1.09265	2.76907	-1.58572	-1.49009e-09	479.057	
0.00564582	-0.00842249	-0.000855824	1.09225	-0.241641	0.189764	-1.49009e-09	477.156	
0.00565286	0.0430169	-0.0271428	1.09178	-1.12392	1.56679	-1.49009e-09	480.619	
0.00563764	0.0122209	-0.00336231	1.09142	0.689269	-0.317958	-1.49009e-09	475.289	
0.00563661	0.0393525	0.0191674	1.09052	0.437612	-0.258893	-1.49009e-09	475.569	
0.00564536	0.0353991	0.024684	1.09139	-0.391387	-0.791474	-1.49009e-09	477.401	
0.00563832	0.00413876	-0.00397457	1.09155	-1.68337	0.0944953	-1.49009e-09	474.949	
0.0056496	0.0279617	0.0197226	1.09212	-2.23099	-0.915878	-1.49009e-09	477.821	
0.00564296	-0.00401837	0.00741306	1.09198	0.496468	0.527517	-1.49009e-09	476.543	
0.00562356	-0.0365211	0.0100335	1.08947	-1.62503	-1.98246	-1.49009e-09	473.905	
0.00564876	0.0321546	0.00559979	1.09208	0.430449	0.204646	-1.49009e-09	478.281	
0.00563126	-0.0209689	-0.0102545	1.09063	-1.52277	0.895607	-1.49009e-09	473.665	
0.00564292	0.0467912	0.00775872	1.09098	-1.10298	-0.268694	-1.49009e-09	478.797	
0.00565024	-0.0107061	0.000643172	1.09266	0.2337	0.226972	-1.49009e-09	477.705	
0.00565565	-0.02504	0.0130769	1.09287	-0.826751	1.12638	-1.49009e-09	478.528	
0.00564622	0.0175222	0.00941268	1.09214	-0.871681	0.596538	-1.49009e-09	476.036	
0.00565013	-0.0904617	-0.0201642	1.08877	-4.32707	-1.15199	-1.49009e-09	477.69	
0.00564479	-0.0321047	-0.0130052	1.09164	1.40341	-1.74782	-1.49009e-09	477.338	
0.00564289	-0.0259496	-0.00651514	1.09167	-0.528043	0.972587	-1.49009e-09	477.641	
0.00564203	0.00448065	0.00599353	1.09189	0.292226	0.617492	-1.49009e-09	475.884	
0.00563575	0.0499874	0.0111896	1.09011	-1.69118	-0.00905725	-1.49009e-09	476.191	
0.00565591	-0.0206982	0.0121208	1.093	-0.17942	0.191448	-1.49009e-09	478.456	
0.00563617	0.00919472	0.00353678	1.09131	0.442749	0.134549	-1.49009e-09	475.534	
0.00564601	0.0402187	0.0158525	1.09145	-1.14054	0.029517	-1.49009e-09	478.699	
0.00565268	-0.0427257	0.00508723	1.0921	2.44178	-1.05863	-1.49009e-09	479.807	
0.00565076	0.034007	0.00990249	1.09219	-0.146539	0.385942	-1.49009e-09	479.046	
0.00564578	0.0372156	-0.0303735	1.09123	-2.39976	1.47044	-1.49009e-09	479.125	
0.00563857	-0.069281	0.000794121	1.08938	2.49922	-0.0481726	-1.49009e-09	475.97	
0.00565028	0.00270434	-0.0113037	1.09266	-1.30028	0.784716	-1.49009e-09	477.602	
0.00564794	-0.0577219	-0.00529275	1.09095	2.32984	0.17463	-1.49009e-09	479.174	
0.00564711	-0.0279881	0.0127334	1.09198	-0.142441	0.246631	-1.49009e-09	477.553	
0.00565603	-0.01457	0.0133181	1.09309	-0.41295	-0.122762	-1.49009e-09	479.603	
0.00564283	0.00292939	-0.00741573	1.09197	-0.299261	0.371631	-1.49009e-09	476.567	
0.005634	-0.00943956	0.0107304	1.09105	-0.353682	-0.694502	-1.49009e-09	474.704	
0.00564848	-0.00217976	-0.000662071	1.09254	-0.394198	1.02349	-1.49009e-09	477.973	
0.00564549	0.0400671	-0.00233527	1.09152	-0.0539571	-0.199303	-1.49009e-09	477.702	
0.00564958	-0.00229711	-0.00124508	1.09265	-0.720514	-0.22662	-1.49009e-09	477.979	
0.00563674	0.00657523	0.00538407	1.09137	-0.317642	0.565127	-1.49009e-09	475.187	
0.00565199	0.0576363	0.00556901	1.09135	-2.58292	-0.290184	-1.49009e-09	480.371	
0.00564014	0.0167953	0.0292423	1.09121	-0.530775	-1.0813	-1.49009e-09	476.655	
0.00563254	0.0935818	-0.025	1.08669	5.95961	-0.870791	-1.49009e-09	479.395	
0.00562291	0.00822653	0.0164674	1.08991	1.98276	0.00223835	-1.49009e-09	473.614	
0.00564758	-0.0446122	-0.00608867	1.09153	-1.56126	0.296995	-1.49009e-09	478.826	
0.00563477	-0.0076272	0.00680723	1.09117	-0.352163	-0.464035	-1.49009e-09	474.641	
0.00562898	-0.0359994	0.0240127	1.0898	2.03028	-0.125829	-1.49009e-09	474.614	
0.00564436	-0.0513737	0.0122066	1.09087	1.64156	-0.429296	-1.49009e-09	478.102	
0.00564366	-0.0164062	0.0202193	1.09177	-0.637788	0.169447	-1.49009e-09	475.674	
0.00563586	-0.0227279	0.000604635	1.09109	0.258549	-0.564247	-1.49009e-09	475.515	
0.00565415	-0.00994652	0.00823297	1.09302	-1.11657	1.14487	-1.49009e-09	479.097	
0.00564666	-0.0360058	0.00751331	1.09175	0.820811	0.726108	-1.49009e-09	477.35	
0.00565454	0.00152351	0.0224559	1.0929	0.0695862	-0.02316	-1.49009e-09	479.392	
0.00565265	0.0059443	0.0140998	1.09284	0.183052	-0.608765	-1.49009e-09	477.53	
0.00563862	0.0533749	-0.00273745	1.09028	-1.85572	-0.190602	-1.49009e-09	476.282	
0.00564029	-0.0593046	0.00485576	1.09013	2.59367	0.239767	-1.49009e-09	476.742	
0.00564161	-0.00168725	-0.00170782	1.09188	1.40143	0.817404	-1.49009e-09	475.537	
0.00565276	0.00123847	0.00159738	1.09296	1.21072	-0.609826	-1.49009e-09	478.223	
0.00564346	-0.0292332	-0.00897152	1.09163	-0.443186	0.704632	-1.49009e-09	477.499	
0.00563276	-0.00685282	0.00575133	1.09099	-1.6012	-0.169277	-1.49009e-09	474.726	
0.00563893	-0.0100377	-0.00420367	1.09156	-0.247953	0.00847958	-1.49009e-09	474.522	
0.00565208	0.038839	0.00515246	1.09219	2.12279	-2.93603	-1.49009e-09	479.706	
0.00564579	-0.0342767	-0.00888373	1.09171	-0.326833	0.516657	-1.49009e-09	477.795	
0.00564085	0.0249305	0.00685113	1.0915	-0.0961355	0.0904685	-1.49009e-09	477.326	
0.00564069	-0.00343665	0.00108585	1.09178	0.818486	0.354762	-1.49009e-09	475.331	
0.00563569	-0.0647355	-0.00220084	1.08938	2.93698	-0.817137	-1.49009e-09	475.885	
0.0056289	0.00972632	0.00645378	1.09059	-0.657837	1.16142	-1.49009e-09	473.69	
0.00565413	0.0175368	0.00630053	1.09293	-0.66787	-0.741601	-1.49009e-09	478.152	
0.00565794	0.0600491	0.0129395	1.09173	-3.0139	0.157942	-1.49009e-09	479.422	
0.00564438	0.000301814	0.0108432	1.09209	1.38633	1.67451	-1.49009e-09	476.885	
0.0056575	0.00566589	-0.0097542	1.09336	-2.45444	-0.238508	-1.49009e-09	478.952	
0.00562978	-0.00686446	-0.00724705	1.09069	-0.407071	0.00853555	-1.49009e-09	474.55	
0.00564267	-0.0242314	-0.0108718	1.09166	1.15663	0.405127	-1.49009e-09	477.43	
0.00564831	0.0348372	0.0181061	1.09182	-0.630903	-0.466032	-1.49009e-09	478.745	
0.00566003	0.0517204	-0.00705203	1.09241	-2.16771	0.600875	-1.49009e-09	480.766	
0.00564465	0.0272144	0.00697949	1.09181	-0.105565	2.33023	-1.49009e-09	476.278	
0.00565574	0.012633	0.00469538	1.09316	2.51875	-0.607331	-1.49009e-09	478.539	
0.00564511	0.0018143	-0.000295692	1.09222	-0.188078	-0.0713836	-1.49009e-09	476.973	
0.00565436	0.0666943	0.00195109	1.09107	-2.37613	-0.308272	-1.49009e-09	480.132	
0.00565208	0.0749711	0.012797	1.09024	-1.11813	1.26006	-1.49009e-09	477.804	
0.00563984	-0.00395859	0.0104961	1.09165	1.10957	1.2969	-1.49009e-09	476.665	
0.00565083	0.0378529	0.0135378	1.09203	-1.4013	0.659388	-1.49009e-09	479.447	
0.00564986	0.00503753	0.00995287	1.09262	0.367579	0.0995163	-1.49009e-09	478.057	
0.00564042	-0.00637006	-0.0268135	1.09142	-0.0276651	-0.551051	-1.49009e-09	476.675	
0.00562454	0.0124427	-0.0154331	1.09005	0.266365	0.0750074	-1.49009e-09	473.932	
0.00562726	0.016796	0.00184709	1.09036	-0.411925	0.18482	-1.49009e-09	474.24	
0.00563678	0.0243041	0.00564614	1.09113	-1.18947	-0.467562	-1.49009e-09	475.991	
0.00565741	-0.0637737	0.00130326	1.09154	2.67385	0.0755866	-1.49009e-09	480.728	
0.00564627	0.0527061	-0.0174425	1.09092	-2.44053	0.285883	-1.49009e-09	478.107	
0.00564426	0.00140099	0.00824607	1.0921	0.404542	1.84685	-1.49009e-09	476.564	
0.00564472	-0.00248339	-0.000411269	1.09218	0.888229	0.753388	-1.49009e-09	476.551	
0.00564889	0.0283464	0.0235285	1.09196	0.647165	-0.968005	-1.49009e-09	477.951	
0.0056482	0.0246333	0.000385509	1.09224	-0.308292	1.29857	-1.49009e-09	478.887	
0.00564719	-0.01541	-0.0115782	1.09225	-0.794648	0.49368	-1.49009e-09	477.134	
0.00565135	0.00744473	-0.00216393	1.09279	0.403658	-0.518907	-1.49009e-09	477.658	
0.00566543	0.0736553	0.00580281	1.09168	-1.44452	-1.03361	-1.49009e-09	481.373	
0.00564074	0.0124427	-0.0077913	1.0917	-0.163839	0.14638	-1.49009e-09	475.945	
0.00564423	-0.0487206	0.00659941	1.09102	1.4702	-0.418649	-1.49009e-09	478.593	
0.00564831	0.057111	0.0176912	1.09089	-2.78306	-0.028197	-1.49009e-09	477.867	
0.00565454	0.0183519	0.00493182	1.09296	-0.909	-0.839135	-1.49009e-09	478.683	
0.00562932	0.0288403	-0.00842708	1.09027	1.85918	-0.733384	-1.49009e-09	473.848	
0.00563491	0.0274006	-0.0076421	1.09086	0.318566	-0.964668	-1.49009e-09	474.978	
0.00565247	0.0152037	0.0111994	1.09277	0.993204	-0.216949	-1.49009e-09	478.375	
0.00565633	-0.0890136	0.00657482	1.08965	-2.74361	0.441936	-1.49009e-09	480.724	
0.0056299	-0.0429993	-0.0123696	1.08983	0.367107	0.531874	-1.49009e-09	475.8	
0.0056545	0.00632908	-0.000299733	1.09311	-0.390066	1.01285	-1.49009e-09	478.327	
0.00565255	0.00847683	-0.00705333	1.09288	0.165938	-2.45145	-1.49009e-09	477.953	
0.00564872	0.0404651	-0.00707521	1.09179	0.611069	-1.32937	-1.49009e-09	478.859	
0.00564242	0.0200217	0.00112222	1.09177	0.329512	-0.733639	-1.49009e-09	476.767	
0.00565399	0.028598	0.000790187	1.0927	-0.230876	0.101288	-1.49009e-09	479.245	
0.00565882	0.0181032	0.00752894	1.09337	-0.822092	-1.26436	-1.49009e-09	479.369	
0.00564958	0.0489688	0.00368161	1.09155	0.0875405	-0.675287	-1.49009e-09	479.708	
0.00565186	-0.00341578	-0.00457861	1.09285	-0.944431	0.871372	-1.49009e-09	477.845	
0.00563304	0.0167846	0.0133161	1.09084	0.267768	0.295606	-1.49009e-09	474.979	
0.00564751	0.00949599	-0.00914754	1.09237	-0.16313	-0.0376288	-1.49009e-09	476.617	
0.00565451	0.0285428	0.0175068	1.09261	-0.177822	0.0560922	-1.49009e-09	479.483	
0.00565127	-0.0132475	0.00787045	1.0927	-0.620681	0.117897	-1.49009e-09	478.457	
0.00565036	0.0058448	0.00634372	1.09269	-0.559849	-0.10631	-1.49009e-09	477.363	
0.00562525	-0.0210297	0.00710248	1.09007	-0.499981	-0.463677	-1.49009e-09	474.043	
0.00564689	-0.0409692	0.00121483	1.09162	-0.464137	-0.198224	-1.49009e-09	478.691	
0.00562697	0.0146433	-0.00315711	1.09036	0.178659	0.307641	-1.49009e-09	473.242	
0.00564392	0.0772472	0.0149784	1.08926	-0.160111	1.44475	-1.49009e-09	476.113	
0.00563682	0.0284304	0.0280756	1.09068	-0.000129274	-0.346632	-1.49009e-09	475.528	
0.00564508	0.0552189	0.00852951	1.09078	-1.88705	-0.00762814	-1.49009e-09	478.748	
0.00562193	-0.0300881	-0.00716967	1.08953	-1.36477	-0.0166688	-1.49009e-09	474.039	
0.00564624	-0.0263491	0.0047508	1.092	0.0158486	-0.126002	-1.49009e-09	477.293	
0.00563295	0.0466546	0.0130014	1.08996	-1.19327	-0.510637	-1.49009e-09	475.151	
0.00564643	-0.0364827	0.016873	1.0916	0.0516443	-0.0450687	-1.49009e-09	478.878	
0.00564993	-0.0255354	-0.0112754	1.09233	-2.5628	-0.154236	-1.49009e-09	477.53	
0.00565495	0.0210481	0.00522992	1.09295	2.00526	0.125151	-1.49009e-09	478.808	
0.00564872	0.0258474	0.015405	1.09215	-0.208626	0.178991	-1.49009e-09	477.899	
0.00563049	-0.0472712	0.0210046	1.08957	0.995607	1.6155	-1.49009e-09	475.021	
0.00563272	-0.032088	-0.000728481	1.09055	0.0816284	0.469369	-1.49009e-09	474.891	
0.00564414	-0.0329682	0.0112659	1.09157	1.20471	-0.228184	-1.49009e-09	477.743	
0.00564688	-0.035306	0.020352	1.09163	0.42555	-0.741389	-1.49009e-09	477.829	
0.00562778	0.0686518	0.0151826	1.08827	-1.87851	0.198618	-1.49009e-09	475.553	
0.00564457	0.00217723	0.0328653	1.09167	-0.363981	1.82225	-1.49009e-09	476.811	
0.00565155	0.0424453	-0.0205151	1.09182	-0.730904	2.39755	-1.49009e-09	480.729	
0.00564411	0.00323416	-0.00410647	1.09211	0.322212	0.217237	-1.49009e-09	476.902	
0.00564245	-0.0243855	0.0306398	1.09126	0.120674	-0.721564	-1.49009e-09	477.958	
0.00564871	0.0296751	0.0180712	1.09201	-0.249571	0.0377649	-1.49009e-09	478.207	
0.00564803	0.0125092	0.00933928	1.09239	0.983916	-1.03127	-1.49009e-09	477.193	
0.00564568	0.0545787	-0.0041834	1.0909	-2.47377	1.09694	-1.49009e-09	477.912	
0.00564711	-0.0436857	-0.0143483	1.09144	-1.29051	1.03577	-1.49009e-09	478.626	
0.00565003	-0.012944	0.00736584	1.09259	0.781423	1.69143	-1.49009e-09	476.735	
0.00562707	0.0219561	-0.0108131	1.0902	0.236314	0.451944	-1.49009e-09	474.359	
0.00565967	0.0302147	0.0184588	1.09305	1.64301	-1.04899	-1.49009e-09	479.862	
0.00563439	-0.032644	0.00518913	1.09068	-0.306114	-0.233271	-1.49009e-09	475.495	
0.00563433	-0.0109532	0.0345566	1.09057	0.712143	0.612467	-1.49009e-09	476.232	
0.00564649	0.0104709	0.00613743	1.09228	0.977863	-0.216602	-1.49009e-09	477.109	
0.00564068	-0.027883	-0.00321374	1.09143	-0.26827	0.138756	-1.49009e-09	476.679	
0.00563698	-0.0150703	0.0392506	1.09062	-0.0745469	0.752932	-1.49009e-09	475.324	
0.00563861	0.036532	-0.0093248	1.09094	0.428837	0.341253	-1.49009e-09	476.632	
0.0056429	-0.0282929	0.00377683	1.09163	-0.436706	0.169725	-1.49009e-09	476.515	
0.00565804	-0.0605694	0.0216255	1.09157	2.70621	-0.585934	-1.49009e-09	479.346	
0.00564711	0.0606535	0.0131704	1.09065	-2.33861	-1.23716	-1.49009e-09	476.12	
0.00564776	0.022948	0.00967023	1.09219	1.40772	-0.253562	-1.49009e-09	475.914	
0.00564876	0.00426615	0.0070792	1.09254	-0.956479	-1.49934	-1.49009e-09	477.751	
0.00562955	0.0299864	0.0111337	1.09024	-0.127435	0.453374	-1.49009e-09	473.612	
0.00566115	0.0626937	0.00708951	1.09195	-1.99651	-2.33023	-1.49009e-09	481.271	
0.00565732	-0.0680974	0.0167028	1.09115	1.72059	0.469795	-1.49009e-09	480.031	
0.00564935	0.00979647	-0.00197215	1.09258	-0.184569	0.345754	-1.49009e-09	477.63	
0.00564805	0.0207884	0.0320645	1.09183	-0.0908625	-0.241886	-1.49009e-09	478.442	
0.00563605	-0.0161442	0.0109204	1.09117	-0.713481	0.305332	-1.49009e-09	474.901	
0.00565403	0.0205745	-0.000355963	1.09289	-0.147314	0.264068	-1.49009e-09	478.602	
0.00563345	0.0158131	-9.75667e-05	1.09097	2.05729	0.73514	-1.49009e-09	474.536	
0.00565615	-0.0669683	0.00782628	1.0912	2.01395	-0.262088	-1.49009e-09	479.704	
0.00564248	0.0245666	0.00555271	1.09167	-1.08852	1.55137	-1.49009e-09	476.959	
0.00563742	0.0120649	0.0227614	1.09117	1.40985	-0.199816	-1.49009e-09	475.991	
0.00564913	-0.0252795	-0.00537109	1.0923	0.621212	0.224219	-1.49009e-09	478.828	
0.00563719	-0.0329216	0.000405225	1.09095	0.205315	0.426047	-1.49009e-09	476.166	
0.00565071	-0.0397679	0.0121128	1.09197	1.63192	0.283022	-1.49009e-09	478.659	
0.00563503	0.0456051	0.0121816	1.09022	-1.95257	0.406218	-1.49009e-09	477.082	
0.00562968	0.040324	-0.000523315	1.08998	0.705601	-0.590694	-1.49009e-09	474.983	
0.00564705	0.00462966	0.00427277	1.09239	0.530315	0.495438	-1.49009e-09	477.645	
0.00564037	-0.0040121	-0.0070911	1.09173	-0.183836	-0.791629	-1.49009e-09	476.064	
0.00564068	-0.0332892	0.0033993	1.09128	-0.272654	0.203632	-1.49009e-09	476.715	
0.00563356	0.0596334	0.00810703	1.08944	-3.506	0.101623	-1.49009e-09	475.142	
0.00565932	-0.0515123	0.0220232	1.09216	1.93144	-1.1363	-1.49009e-09	480.075	
0.005622	-0.0235929	-0.0125429	1.08965	-0.867637	-2.17458	-1.49009e-09	473.8	
0.00564265	0.0651009	0.0010026	1.09004	-2.71335	-0.033762	-1.49009e-09	477.458	
0.00564316	-0.0216324	0.00660921	1.09179	-3.18929	-0.876385	-1.49009e-09	477.326	
0.00563432	-0.00366123	0.0201082	1.09098	0.124733	0.204008	-1.49009e-09	475.418	
0.00564358	0.00344989	-0.00232736	1.09206	-0.504767	0.751527	-1.49009e-09	476.582	
0.00565267	0.00968442	0.0203542	1.09272	-0.145563	-0.0427527	-1.49009e-09	478.495	
0.00564328	-0.0164782	0.0178858	1.09177	-1.6577	0.543968	-1.49009e-09	476.988	
0.00565477	0.0338144	0.00450652	1.09262	-0.123492	-0.182872	-1.49009e-09	479.213	
0.00565375	0.00725133	0.0146678	1.09293	0.0922861	-0.301165	-1.49009e-09	478.696	
0.00564608	0.00861896	-0.00280544	1.09227	0.150945	0.0675131	-1.49009e-09	476.789	
0.00565326	0.00261086	0.0252736	1.09271	0.653921	-0.658129	-1.49009e-09	479.153	
0.00562465	-0.0140164	-0.000758134	1.09015	-2.03533	0.384521	-1.49009e-09	473.038	
0.00565406	-0.00303692	0.0150064	1.09298	1.88725	-0.183466	-1.49009e-09	478.366	
0.00563482	-0.0255893	-0.0173699	1.09078	0.194394	0.731866	-1.49009e-09	476.362	
0.0056361	0.0314592	0.0266411	1.09057	0.19579	-1.09413	-1.49009e-09	476.041	
0.00565404	0.0331487	-0.00480173	1.09257	-0.690463	0.0121423	-1.49009e-09	479.619	
0.00562746	0.0398753	0.00500395	1.08977	0.143165	1.01258	-1.49009e-09	474.019	
0.00563906	-0.00796212	-0.00426651	1.09159	-0.0854382	1.60024	-1.49009e-09	475.997	
0.0056537	-0.00855982	-0.00750111	1.09299	-0.589757	-0.643335	-1.49009e-09	479.171	
0.00564776	0.0192283	-0.0102051	1.09226	-0.128813	0.175421	-1.49009e-09	477.649	
0.00565429	-0.0225135	0.021566	1.09266	-0.470757	-0.657857	-1.49009e-09	479.445	
0.00565099	-0.0133366	0.02732	1.09236	-1.05774	-0.662524	-1.49009e-09	477.849	
0.0056536	-0.0277048	-0.0259462	1.09238	0.344339	-1.55424	-1.49009e-09	479.356	
0.00565263	0.0123769	0.0176998	1.09273	0.241924	0.905293	-1.49009e-09	477.768	
0.00565653	0.00965196	-0.00420459	1.09327	-0.697247	-0.323299	-1.49009e-09	479.137	
0.00564477	-0.0253663	-0.00905917	1.09185	-0.247416	-0.156505	-1.49009e-09	477.135	
0.0056546	-0.00538742	-0.00272898	1.09312	0.671019	1.05689	-1.49009e-09	478.849	
0.00563939	0.00307156	-0.00742196	1.09163	0.119259	0.0904062	-1.49009e-09	476.285	
0.00565534	-0.0455155	0.012189	1.09219	0.4161	-0.622043	-1.49009e-09	479.52	
0.00565342	0.0388811	0.0151176	1.09222	-0.83544	1.08455	-1.49009e-09	479.986	
0.0056501	0.0574843	0.0232955	1.09094	-2.27231	-1.23622	-1.49009e-09	478.687	
0.00565702	-0.0104666	0.0195513	1.09314	-0.612681	-0.711346	-1.49009e-09	479.092	
0.00565584	0.0413593	0.00653263	1.09245	0.390358	0.943651	-1.49009e-09	480.78	
0.00563645	-0.00832654	-0.0143712	1.09125	-0.0307509	-0.556414	-1.49009e-09	475.295	
0.00564932	-0.0668535	-0.00177239	1.09058	2.55354	1.33654	-1.49009e-09	478.403	
0.00564904	0.00657844	0.00297095	1.09257	0.120973	0.0841929	-1.49009e-09	477.711	
0.00564306	0.00651472	-0.00553474	1.09199	-0.0707354	-0.0506164	-1.49009e-09	476.235	
0.00564622	0.0324809	0.00581894	1.09183	0.339057	0.132425	-1.49009e-09	477.656	
0.00564841	-0.0341889	-2.15125e-05	1.092	-0.197464	-0.09437	-1.49009e-09	478.513	
0.00562983	0.0382989	0.0098402	1.09002	0.104296	2.22805	-1.49009e-09	475.345	
0.00564451	0.0522921	0.0156816	1.09079	-3.14177	0.688131	-1.49009e-09	477.296	
0.00563562	-0.0170656	0.00234055	1.09116	0.0193268	1.60263	-1.49009e-09	475.379	
0.00564854	-0.0496922	0.00115969	1.09142	1.3589	-1.26972	-1.49009e-09	480.221	
0.00564211	-0.00749108	0.0191649	1.09173	0.0472201	0.0815394	-1.49009e-09	475.819	
0.00565087	0.021642	-0.00758503	1.09253	-0.565718	-0.313998	-1.49009e-09	478.699	
0.00564581	0.00461165	0.00890437	1.09224	0.847715	-0.467305	-1.49009e-09	475.806	
0.00564254	-0.00727256	0.00993356	1.0919	-0.510002	-0.0365415	-1.49009e-09	476.093	
0.00564881	-0.0262259	0.00623574	1.09224	-0.0147516	-0.13886	-1.49009e-09	478.666	
0.00564326	-0.0357337	-0.00480727	1.09144	-0.11985	-0.197983	-1.49009e-09	476.62	
0.00565213	0.0149276	-0.0170169	1.09266	0.138083	0.584781	-1.49009e-09	478.535	
0.00563723	-0.0413484	0.0118711	1.09061	1.61241	-0.78463	-1.49009e-09	476.256	
0.00565094	-0.00325909	0.0130544	1.0927	0.343727	-0.199251	-1.49009e-09	477.711	
0.00563681	0.00294215	0.0359382	1.09082	0.034569	-0.43688	-1.49009e-09	476.515	
0.00564092	0.0241356	0.0273329	1.0912	1.49923	-0.565077	-1.49009e-09	476.789	
0.00562563	-0.0190307	0.00477266	1.09015	0.811567	0.0422412	-1.49009e-09	473.765	
0.00565999	0.0718017	0.00314065	1.09129	-2.3087	0.679612	-1.49009e-09	479.272	
0.00565057	0.0048667	0.000266974	1.09273	0.479685	1.27081	-1.49009e-09	477.802	
0.005655	0.0203622	0.00895065	1.09295	-0.998312	-0.109172	-1.49009e-09	477.848	
